"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","sea_slug_resp","swimming_trunks_resp","megalith_resp","brown_bear_resp","nails_resp","chickpea_resp","goblet_resp","monitor_resp","spider_monkey_resp","gazania_resp","marimba_resp","football_helmet_resp","madagascar_cat_resp","shrimp_resp","mite_resp","nightsnake_resp","basenji_resp","vacuum_resp","cherry_resp","ruffed_grouse_resp","metronome_resp","envelope_resp","logwood_resp","fragrant_orchid_resp","howler_monkey_resp","sea_slug_conf","swimming_trunks_conf","megalith_conf","brown_bear_conf","nails_conf","chickpea_conf","goblet_conf","monitor_conf","spider_monkey_conf","gazania_conf","marimba_conf","football_helmet_conf","madagascar_cat_conf","shrimp_conf","mite_conf","nightsnake_conf","basenji_conf","vacuum_conf","cherry_conf","ruffed_grouse_conf","metronome_conf","envelope_conf","logwood_conf","fragrant_orchid_conf","sea_slug_time","swimming_trunks_time","megalith_time","brown_bear_time","nails_time","chickpea_time","goblet_time","monitor_time","spider_monkey_time","gazania_time","marimba_time","football_helmet_time","madagascar_cat_time","shrimp_time","mite_time","nightsnake_time","basenji_time","vacuum_time","cherry_time","ruffed_grouse_time","metronome_time","envelope_time","logwood_time","fragrant_orchid_time","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","sea_slug","swimming_trunks","megalith","brown_bear","nail","chickpea","goblet","monitor","spider_monkey","gazania","marimba","football_helmet","madagascar_cat","shrimp","mite","night_snake","basenji","vacuum","cherry","ruffed_grouse","metronome","envelope","logwood","fragrant_orchid","howler_monkey","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","sea_slug_exact_match","swimming_trunks_exact_match","megalith_exact_match","brown_bear_exact_match","nail_exact_match","chickpea_exact_match","goblet_exact_match","monitor_exact_match","spider_monkey_exact_match","gazania_exact_match","marimba_exact_match","football_helmet_exact_match","madagascar_cat_exact_match","shrimp_exact_match","mite_exact_match","night_snake_exact_match","basenji_exact_match","vacuum_exact_match","cherry_exact_match","ruffed_grouse_exact_match","metronome_exact_match","envelope_exact_match","logwood_exact_match","fragrant_orchid_exact_match","sea_slug_synonym","swimming_trunks_synonym","megalith_synonym","brown_bear_synonym","nail_synonym","chickpea_synonym","goblet_synonym","monitor_synonym","spider_monkey_synonym","gazania_synonym","marimba_synonym","football_helmet_synonym","madagascar_cat_synonym","shrimp_synonym","mite_synonym","night_snake_synonym","basenji_synonym","vacuum_synonym","cherry_synonym","ruffed_grouse_synonym","metronome_synonym","envelope_synonym","logwood_synonym","fragrant_orchid_synonym","sea_slug_present","swimming_trunks_present","megalith_present","brown_bear_present","nail_present","chickpea_present","goblet_present","monitor_present","spider_monkey_present","gazania_present","marimba_present","football_helmet_present","madagascar_cat_present","shrimp_present","mite_present","night_snake_present","basenji_present","vacuum_present","cherry_present","ruffed_grouse_present","metronome_present","envelope_present","logwood_present","fragrant_orchid_present","sea_slug_category","swimming_trunks_category","megalith_category","brown_bear_category","nail_category","chickpea_category","goblet_category","monitor_category","spider_monkey_category","gazania_category","marimba_category","football_helmet_category","madagascar_cat_category","shrimp_category","mite_category","night_snake_category","basenji_category","vacuum_category","cherry_category","ruffed_grouse_category","metronome_category","envelope_category","logwood_category","fragrant_orchid_category","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","exact_match_answers_as_percent","synonym_answers_as_percent","present_answers_as_percent","category_answers_as_percent"
"222","Somewhat trustworthy","Somewhat easy",8,"that was great - hope my data is useful. Thank you!",2020-05-12 13:37:56,"534","True","R_AhNZhMtJr6H2GI1","5eb9b2f1dbd0090dea81a3f8","90355",1993,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nails","chickpea, runner beans and califlower","goblet","crt monitor","howler monkey","sunflower","ball of twine","a signed american football helmet","squirrel monkey","shrimp","red mite","hognose snake","basenji","usb facial shaver","dalmatian with red cherries in the foreground","partridge","metronome with a red heart behind it","paper art with a christmas theme","two tents with a jolly roger flag","coelogyne","howler monkey",1,1,0.8,1,1,0.8,1,1,1,0.2,1,1,1,1,1,0.8,1,0.6,1,0.8,1,0.4,1,0,6.101,7.001,11.43,6.334,7.549,48.239,5.937,7.476,5.077,35.682,34.971,11.194,6.514,14.258,11.421,7.512,14.209,13.455,15.251,8.986,40.701,17.49,34.737,12.721,27,1,1,4,2,0.32,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","correct","correct","correct","correct","correct","correct","wrong","synonym","wrong","correct","category","correct","correct","wrong","correct","wrong","correct","wrong","correct","category","present","synonym","correct",1,1,1,3,1,0.85,16.01025,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,14,16,17,19,0.583333333333333,0.666666666666667,0.708333333333333,0.791666666666667
"223",NA,"Somewhat difficult",NA,NA,2020-05-12 13:38:00,"536","True","R_3Rr0NiNVh3mZ2Ee","5e77b7295bd592325e488cd6","721102",1990,"Male","Doctorate","Control","Yes","Yes","Howler Monkey","Be Specific","nudibranch","male wearing lilac shorts","stone architecture","brown bear","metal pin","food","blue glass cup","crt computer monitor","howler monkey","sun flower","two balls of string attached to sticks, on a bench","an autographed nfl helmet","lemur","prawns and pasta","a red insect","large snake","chihuahua dog","usb grooming tool","dalmatian and cherries","bird","metronone in a heart","a gift wrapped present with christmas ornaments attached","camp site","white flowers","howler monkey",1,0.8,0.4,0.8,0.6,0.4,0.8,1,0.8,1,0.6,0.8,0.8,0.8,0.8,0.8,0.6,0.2,1,0.4,0.8,1,0.6,0.8,26.093,14.516,21.642,10.965,29.568,12.377,14.968,7.701,8.825,10.353,28.117,11.65,16.546,12.234,6.364,10.687,17.492,17.299,19.371,11.483,43.125,25.078,7.854,10.141,30,1,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,"wrong","category","category","correct","synonym","category","category","correct","wrong","synonym","wrong","correct","synonym","category","category","category","wrong","wrong","correct","category","correct","correct","present","present","correct",1,1,1,3,1,0.733333333333333,16.435375,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,6,9,11,19,0.25,0.375,0.458333333333333,0.791666666666667
"224","Somewhat untrustworthy","Somewhat difficult",15,NA,2020-05-12 13:35:43,"675","True","R_3Rn1fWRsVuCbh8Z","5dd494c9b0438947e48b31b0","429499",1980,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Detailed","sea slug","swimming trunks","a person to the left of 3 sets of tall stones set on a sloped hill.","2 bears laing next to each other","4 images of nails","chickpeas with what appears to be peppers, lima beans and other food.","blue in color goblet or drinking cup.","older monitor","monkey, sitting on a log. black in color with a long tail.","close of picture of a flower center and some of the petals.","ball of rolled up twine sitting on wooden table","signed, cowboys football helmet.","money, stripped tail that is long, in tree","fried shrimp with  side of tricolor pasta","mite","snake, long, brown grey and black in color","dog, unsure of the breed.","silver and black electronic item with usb plug in cord","palmation with apples","partridge","wooden, has pendulum. unsure of name.","images of snowflakes and an angle on folded paper or cloth","two tents, brown and blue in color. set up on grass. appears to be in a yard.","white plant like object with reddish, brown speckles.","image of an animal sitting in the treetops",0.6,1,1,1,1,0.8,1,1,1,0.8,0.2,1,0.8,1,0.8,1,1,0.6,1,0.8,0.4,0.6,1,0.2,11.84,8.696,27.646,15.891,9.531,31.38,13.604,16.144,23.137,23.708,43.579,14.914,26.641,20.259,5.997,25.126,14.536,33.591,20.343,33.109,51.019,33.318,28.972,28.83,40,1,0,2,4,0.6,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","category","category","correct",NA,"correct","correct","category","category","wrong",NA,"category","correct","correct","category","category","wrong","wrong","wrong",NA,"category","present",NA,"wrong",1,0,0,1,0,0.816666666666667,23.4087916666667,1,1,0,0,1,NA,1,1,0,0,0,NA,0,1,1,0,0,0,0,0,NA,0,0,NA,1,1,0,0,1,NA,1,1,0,0,0,NA,0,1,1,0,0,0,0,0,NA,0,0,NA,1,1,0,0,1,NA,1,1,0,0,0,NA,0,1,1,0,0,0,0,0,NA,0,1,NA,1,1,1,1,1,NA,1,1,1,1,0,NA,1,1,1,1,1,0,0,0,NA,1,1,NA,7,7,8,16,0.291666666666667,0.291666666666667,0.333333333333333,0.666666666666667
"225","Somewhat trustworthy","Extremely easy",18,NA,2020-05-12 13:29:27,"1052","True","R_86q1cLKmeREVCWR","5dcb8b7a35fd0c84b5d35ba5","983960",1995,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","shart pants","megalith","brown bear","nail","chickpea","goblet","desktop computer","howler monkey","gazania","string","football helmet","indri monkey","shrimp","mite","night snake","basenji","hand blower","dalmatian","partridge","pencil sharpener","envelope","tent","stanhopea","howler monkey",0.8,1,1,1,1,1,1,1,0.8,0.8,1,0.8,0.6,1,0.8,0.6,1,0.8,1,0.8,0.2,0.2,1,0.8,23.489,27.04,16.628,7.481,7.884,8.33,10.142,25.473,50.636,30.969,24.91,26.942,73.411,12.84,22.61,99.342,25.754,42.304,9.003,42.632,83.476,85.48,33.918,99.816,25,1,1,4,1,0.72,0,0,1,0,0,0,1,0,1,1,0,"correct","category","correct","correct","correct","correct","correct","synonym","wrong","correct","wrong","correct","category","correct","correct","correct","correct","wrong","present","wrong","wrong","correct","present","wrong","correct",1,1,1,3,1,0.833333333333333,37.1045833333333,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,13,14,16,18,0.541666666666667,0.583333333333333,0.666666666666667,0.75
"226",NA,"Somewhat difficult",NA,NA,2020-05-12 13:32:29,"885","True","R_PTBDP4ueEk0gLrH","5eb95695c82a3e023f425a16","470056",1975,"Female","High School","Control","Yes","Yes","Howler Monkey","Be Specific","coral","bermuda shorts","stone henge","two brown bears","tacks","chick pea salad","blue vase","1990's style computer","howler monkey","yellow sunflower","xylaphone","autographed american football helmet","racoon","deep friend prwns","red spider","python","dog","unsure","dalmatian and cherries","bird","beating heart","christmas decorations","camping","flowers","howler monkey",1,0.8,0.2,1,1,0.6,1,0.8,0.8,0.8,1,1,1,0.8,0.4,0.8,1,0,1,1,0.8,1,1,1,29.523,19.696,65.725,13.634,27.273,34.283,11.228,44.64,14.073,14.191,18.242,38.2,60.004,21.72,25.156,74.782,11.188,34.38,17.992,24.94,46.666,19.528,22.73,9.534,45,0,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,"synonym","category","wrong","correct","category","correct","category","synonym","wrong","synonym","category","correct","wrong","category","wrong","wrong","category","wrong","correct","category","present","present","present","category","correct",1,1,1,3,1,0.825,29.1386666666667,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,4,7,10,18,0.166666666666667,0.291666666666667,0.416666666666667,0.75
"227","Somewhat untrustworthy","Somewhat difficult",21,NA,2020-05-12 13:36:40,"644","True","R_2xVIgKlLNPNVjBf","5c23615d70d93a0001202ea2","372949",1992,"Male","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Detailed","coral","swimming trunks","cliff","brown bear","nail","chickpea","goblet","desktop computer","spider monkey","sunflower","thimble","football helmet","squirrel monkey","shrimp","tick","horned viper","boxer","hand bower","dalmatian","pheasant","microphone","envelope","tent","cymbid","howler monkey",0.6,0.6,0.2,1,1,0.4,0.8,1,0.6,1,0.2,1,0.2,1,0.2,0.2,0,0.2,1,0.2,0,0.8,1,0,35.048,18.677,26.627,11.08,10.214,30.738,12.795,15.373,16.79,9.877,27.301,15.143,22.356,9.338,19.53,21.708,21.587,31.324,20.466,16.919,42.814,28.466,6.943,15.468,28,0,1,2,4,0.84,0,0,0,0,1,0,1,0,1,0,1,"synonym","correct","category","correct","correct","correct","correct","synonym","correct","synonym","category","correct","category","correct","category","wrong","wrong","wrong","present","wrong","wrong","correct","present","wrong","correct",1,0,1,2,0,0.55,20.27425,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,9,12,14,18,0.375,0.5,0.583333333333333,0.75
"228","Somewhat untrustworthy","Somewhat difficult",9,NA,2020-05-12 13:37:46,"579","True","R_2dKOndfjAOUtrK5","5e654e2055e480000dcd002a","525565",1997,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","coral reef","swimming trunks","megalith","brown bear","nail","chickpea","goblet","desktop computer","howler monkey","sunflower","twine ball","football helmet","ringtail","shrimp","black widow","hognose snake","basenji","flash memory","dalmatian","partridge","metronome","envelope","tent","coelogyne","howler monkey",0.4,0.6,0.8,0.8,0.6,0.6,1,1,0.2,0.8,0.6,1,0.8,0.2,0.6,0.4,0.2,0.6,1,0.2,0.8,0.8,0.8,0.2,22.154,7.52,27.131,10.691,9.807,17.397,5.068,8.831,10.877,18.378,45.025,10.942,36.69,12.566,10.493,83.881,17.546,54.513,8.426,8.398,14.124,9.98,4.214,9.455,23,1,0,2,4,0.36,0,0,1,0,0,0,1,0,1,1,0,"category","correct","correct","correct","correct","correct","correct","synonym","wrong","synonym","wrong","correct","synonym","correct","wrong","wrong","correct","wrong","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.625,19.3377916666667,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,11,15,17,18,0.458333333333333,0.625,0.708333333333333,0.75
"229","Somewhat trustworthy","Somewhat difficult",11,NA,2020-05-12 13:36:21,"666","True","R_28HsGGPfiYCVPQy","5eb719381aa1b463c0709bc6","501820",1998,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpeas","goblet","desktop computer","howler monkey","african daisy","xylophone","football helmet","lemur","shrimp","tick","night snake","saint bernard","scabbard","dalmation","quail","metronome","envelope","tent","cymbid","howler monkey",0.4,1,0.8,0.6,1,0.4,0.6,1,0.4,0.4,0.8,1,1,0.6,0.4,0.2,0,0.8,1,0.2,1,0.4,0.8,0,26.501,15.024,39.085,11.227,15.113,19.742,12.679,11.844,13.88,27.113,33.648,12.137,42.296,22.342,17.245,28.98,18.12,45.008,12.563,13.444,21.052,30.466,12.684,17.549,22,1,0,4,4,0.44,0,0,0,1,0,0,1,0,1,0,1,"correct","correct","correct","correct","correct","correct","correct","synonym","wrong","synonym","category","correct","synonym","correct","category","correct","wrong","wrong","present","wrong","correct","correct","present","wrong","correct",1,1,1,3,1,0.616666666666667,21.6559166666667,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,12,15,17,19,0.5,0.625,0.708333333333333,0.791666666666667
"230","I don't know","Somewhat difficult",19,NA,2020-05-12 13:38:05,"565","True","R_4129w1cDOtWNStr","5e1f52deaab404037a5a19de","356804",1976,"Female","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific","coral reef","swimming trunks","stone wall","ice bear","nail","chickpea","goblet","desktop computer","howler monkey","sunflower","microphone","football helmet","squirrel monkey","shrimp","mite","hognose snake","chihuahua","flash memore","dalmation","quail","pencil sharpener","envelope","tent","phaius","howler monkey",0.4,0.8,0.4,0.4,1,0.6,0.2,0.8,0.2,0.2,0.4,1,0.6,0.8,0.2,0.2,0,0.2,1,0,0.6,0.4,0.8,0,22.251,10.145,16.472,14.7,10.801,16.73,14.567,12.778,12.484,17.687,36.122,13.815,12.93,10.219,14.219,18.263,13.561,22.19,20.833,11.137,31.495,14.898,10.925,14.723,44,0,0,3,4,0.76,0,0,0,0,1,0,1,0,1,0,1,"category","correct","category","category","correct","correct","correct","synonym","wrong","synonym","wrong","correct","category","correct","correct","wrong","wrong","wrong","present","wrong","wrong","correct","present","wrong","correct",1,1,1,3,1,0.466666666666667,16.414375,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,8,10,12,16,0.333333333333333,0.416666666666667,0.5,0.666666666666667
"231","Somewhat trustworthy","Extremely easy",5,NA,2020-05-12 13:31:27,"965","True","R_C2oWf3i28coJv9L","5e095617ac9e1624724a11c4","54147",1999,"Female","Some college","5AI_nobar","Yes","Yes","Spider Monkey","Be Specific","coral reef","short pants","stone wall","brown bear","nail","chickpea","vase","desktop computer","monkey","sunflower","mallets","football helmet","howler monkey","pasta","mite","snake","mutt","flash memory","dalmatian","bird","beat counter thing","envelope","tent","stanhopea","spider money",0.2,0.8,1,1,1,0.6,1,1,1,1,1,1,0.4,1,1,1,0.2,0.8,1,1,0.2,0.2,0.8,0,16.049,11.89,6.915,5.487,7.024,69.67,34.883,9.928,83.201,15.247,12.363,76.889,10.598,63.171,152.698,4.837,86.822,13.639,9.939,10.261,27.532,21.572,15.107,13.472,21,0,0,4,1,0.2,0,0,0,1,0,0,1,0,1,0,1,"category","category","category","correct","correct","correct","category","synonym","category","synonym","category","correct","wrong","wrong","correct","category","wrong","wrong","present","category","wrong","correct","present","wrong","wrong",0,1,0,1,0,0.758333333333333,32.4664166666667,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,6,8,10,18,0.25,0.333333333333333,0.416666666666667,0.75
"232","Somewhat trustworthy","Extremely easy",24,"Nicely done folks. Stay safe out there!",2020-05-12 13:31:46,"963","True","R_D6rWZkI1G8INA2J","5c12f106c4b80e000192c472","401423",1961,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming shorts","megalith","brown bear","nail","chickpea","goblet","desktop computer","spider monkey","sunflower","xylophone","football helmet","titi","shrimp","mite","hognose snake","corgi","hand blower","dalmatian","pheasant","metronome","envelope","tent","dendrobium","howler monkey",0.8,1,1,1,1,1,1,1,0.8,1,0.8,1,0.8,1,1,0.8,1,0.8,1,0.6,1,1,1,1,24.215,20.92,21.716,18.501,13.796,12.112,23.452,20.796,19.322,11.401,36.529,16.742,20.929,12.234,48.24,102.558,14.702,46.301,24.554,19.913,55.401,33.056,11.102,164.212,59,1,0,4,1,0.96,0,0,0,1,0,0,1,0,1,0,1,"correct","correct","correct","correct","correct","correct","correct","synonym","correct","synonym","category","correct","category","correct","correct","wrong","wrong","wrong","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.933333333333333,33.0293333333333,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,13,16,18,20,0.541666666666667,0.666666666666667,0.75,0.833333333333333
"233",NA,"Somewhat easy",NA,NA,2020-05-12 13:33:32,"868","True","R_3MyRM46JNx32l91","5d3821f0ddea5a0001757f93","488859",1964,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific","anemone","male legs","stone burial site","brown bear cubs","four nails","potato salad","blue glass bowl","computer monitor","howler monkey","sunflower","xylophone sticks","motorcycle helmet","ring tailed lemur","deep fried prawns with pasta","red spider","python","dog","computer vacuum","fresh cherries and a dalmatian","grouse","metronome in front of a heart","christmas decorations","campsite","orchid","howler monkey",0.4,1,0.6,0.8,1,0.4,0.4,0.8,0.8,0.4,0.4,1,1,1,0.4,0.6,1,0.6,1,0.4,1,0.2,0.8,0.6,53.649,19.83,47.441,24.647,20.91,32.501,34.301,17.428,12.655,14.401,54.187,29.7,42.239,31.143,17.557,36.228,14.444,47.093,49.899,25.842,24.585,48.819,16.48,17.14,56,1,0,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,"synonym","present","category","correct","correct","category","category","correct","wrong","synonym","category","wrong","synonym",NA,"wrong","wrong","category","correct","correct","correct","correct","present","present","category","correct",1,1,1,3,1,0.691666666666667,30.546625,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,NA,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,NA,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,NA,0,0,1,1,1,1,1,1,1,1,7,10,13,19,0.291666666666667,0.416666666666667,0.541666666666667,0.791666666666667
"234","Somewhat untrustworthy","Somewhat difficult",6,NA,2020-05-12 13:36:46,"687","True","R_s6bBLI1nNrxZHtT","5dc49e6732b0ad364e9e4c8c","900120",1984,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","coral reef","swimming trunks","stone formation with human","brown bears","nails","vegetable stew","glass goblet","desktop computer screen","howler monkey","gazania","xylophone with sticks","autographed helmet","ring tail lemur","shrimp","mite","hognose snake","basenji","electronic brush","dalmatian and cherries","partridge","wooden instrument","envelope for christmas card","tents with flag and volleyball net","orchid","howler monkey",0.6,1,0.6,1,1,0.8,0.8,1,0.6,0,0.8,1,1,0.6,0.4,0.2,0.8,0.2,1,0.8,0.8,0.8,0.8,0.2,40.915,13.531,45,14.114,6.674,16.178,14.201,17.755,12.339,34.186,25.703,24.208,13.681,12.186,17.92,15.627,28.558,27.756,14.095,8.817,79.398,14.066,20.204,12.42,36,1,0,2,4,0.24,0,1,0,0,0,0,1,1,0,0,1,"category","correct","category","correct","correct","wrong","correct","synonym","wrong","correct","category","correct","synonym","correct","correct","wrong","correct","wrong","correct","wrong","wrong","category","present","category","correct",1,1,1,3,1,0.7,22.0638333333333,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,10,12,13,18,0.416666666666667,0.5,0.541666666666667,0.75
"235",NA,"Somewhat difficult",NA,"None",2020-05-12 13:36:51,"716","True","R_2qy13obEqpMVyvd","5eaa6602997ece2013491199","985424",1987,"Male","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific","seabed","legs","rock","bear","nail","bowl of fruit","plastic funnel","desktop monitor","monkey","sunflower","thread","helmet","bush baby","meat","insect","snake","dog","dust blower","dog","guinea fowl","love","file","picnic tent","flower","howler monkey",0.2,0.8,0.6,0.8,1,0.6,0.4,1,0.8,1,0.6,0.8,0.8,0.6,0.6,1,1,0.4,1,0.6,0.4,0.2,0.8,0.4,40.226,9.991,21.674,7.2,13.675,33.93,52.367,28.628,18.289,11.868,14.224,9.488,52.482,11.483,13.394,15.848,7.446,38.922,9.878,30.001,18.685,16.418,65.831,16.065,33,1,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,"wrong","present","category","correct","correct","wrong","wrong","correct","category","synonym","wrong","category","wrong","wrong","category","category","category","correct","present","wrong","wrong","wrong","present","category","correct",1,1,1,3,1,0.683333333333333,23.2505416666667,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,4,5,8,15,0.166666666666667,0.208333333333333,0.333333333333333,0.625
